"Gene","Base Mean","log2FC","LFC SE","p-value","FDR","Significant?","Ensembl ID","Symbol","MAP locus","Gene type","Gene description"
"PLEK",11.123,-0.031,0.419,"9.02e-01"," NA","No","ENSG00000115956","PLEK","2p14","protein-coding","pleckstrin"
"PRAF2",13.184,-0.031,0.446,"8.99e-01"," NA","No","ENSG00000243279","PRAF2","Xp11.23","protein-coding","PRA1 domain family member 2"
"RASA4",11.645,-0.031,0.441,"8.99e-01"," NA","No","ENSG00000105808","RASA4","7q22.1","protein-coding","RAS p21 protein activator 4"
"RPS20P9",16.998,-0.031,0.408,"9.02e-01"," NA","No","ENSG00000237162","RPS20P9","2p15","pseudo","ribosomal protein S20 pseudogene 9"
"AGKP1",62.155,-0.032,0.579,"7.23e-01","8.75e-01","No","ENSG00000226555","AGKP1","Yq11.221","pseudo","AGK pseudogene 1"
"COG2",297.906,-0.032,0.254,"8.69e-01","9.48e-01","No","ENSG00000135775","COG2","1q42.2","protein-coding","component of oligomeric golgi complex 2"
"DYNC1H1",8857.196,-0.032,0.267,"8.74e-01","9.50e-01","No","ENSG00000197102","DYNC1H1","14q32.31","protein-coding","dynein cytoplasmic 1 heavy chain 1"
"ENSG00000286934",721.711,-0.032,0.283,"8.81e-01","9.54e-01","No","ENSG00000286934",NA,NA,NA,NA
"KBTBD12",89.462,-0.032,0.287,"8.80e-01","9.54e-01","No","ENSG00000187715","KBTBD12","3q21.3","protein-coding","kelch repeat and BTB domain containing 12"
"SEL1L3",314.913,-0.032,0.291,"8.82e-01","9.54e-01","No","ENSG00000091490","SEL1L3","4p15.2","protein-coding","SEL1L family member 3"
"MEGF11",278.193,-0.032,0.296,"8.84e-01","9.55e-01","No","ENSG00000157890","MEGF11","15q22.31","protein-coding","multiple EGF like domains 11"
"PDAP1",377.519,-0.032,0.303,"8.85e-01","9.55e-01","No","ENSG00000106244","PDAP1","7q22.1","protein-coding","PDGFA associated protein 1"
"ZNF229",94.258,-0.032,0.302,"8.86e-01","9.55e-01","No","ENSG00000278318","ZNF229","19q13.31","protein-coding","zinc finger protein 229"
"ZNG1A",88.281,-0.032,0.319,"8.88e-01","9.57e-01","No","ENSG00000172785","ZNG1A","9p24.3","protein-coding","Zn regulated GTPase metalloprotein activator 1A"
"FAM133A",79.218,-0.032,0.332,"8.93e-01","9.59e-01","No","ENSG00000179083","FAM133A","Xq21.32","protein-coding","family with sequence similarity 133 member A"
"ENSG00000259106",75.399,-0.032,0.357,"8.94e-01","9.60e-01","No","ENSG00000259106",NA,NA,NA,NA
"ENSG00000295686",50.254,-0.032,0.365,"8.96e-01","9.60e-01","No","ENSG00000295686",NA,NA,NA,NA
"ENSG00000234206",63.683,-0.032,0.365,"8.97e-01","9.61e-01","No","ENSG00000234206",NA,NA,NA,NA
"ENSG00000258968",29.347,-0.032,0.382,"8.97e-01","9.61e-01","No","ENSG00000258968",NA,NA,NA,NA
"E2F3-IT1",21.381,-0.032,0.415,"8.98e-01","9.61e-01","No","ENSG00000224707","E2F3-IT1","6p22.3","ncRNA","E2F3 intronic transcript 1"
"ENSG00000308867",37.14,-0.032,0.374,"8.98e-01","9.61e-01","No","ENSG00000308867",NA,NA,NA,NA
"ENSG00000279852",18.746,-0.032,0.427,"8.98e-01","9.61e-01","No","ENSG00000279852",NA,NA,NA,NA
"SYNPO2L-AS1",21.155,-0.032,0.397,"8.98e-01","9.61e-01","No","ENSG00000271848","SYNPO2L-AS1","10q22.2","ncRNA","SYNPO2L antisense RNA 1"
"ENSG00000267677",21.812,-0.032,0.389,"8.98e-01","9.61e-01","No","ENSG00000267677",NA,NA,NA,NA
"ENSG00000296476",34.187,-0.032,0.419,"8.98e-01","9.61e-01","No","ENSG00000296476",NA,NA,NA,NA
"ENSG00000228925",14.844,-0.032,0.41,"9.00e-01"," NA","No","ENSG00000228925",NA,NA,NA,NA
"ENSG00000229591",16.438,-0.032,0.39,"8.97e-01"," NA","No","ENSG00000229591",NA,NA,NA,NA
"ENSG00000270083",12.009,-0.032,0.429,"8.99e-01"," NA","No","ENSG00000270083",NA,NA,NA,NA
"ENSG00000270681",10.928,-0.032,0.437,"8.97e-01"," NA","No","ENSG00000270681",NA,NA,NA,NA
"ENSG00000271825",12.448,-0.032,0.453,"8.97e-01"," NA","No","ENSG00000271825",NA,NA,NA,NA
"ENSG00000285790",6.974,-0.032,0.498,"8.86e-01"," NA","No","ENSG00000285790",NA,NA,NA,NA
"ENSG00000309320",13.65,-0.032,0.424,"8.99e-01"," NA","No","ENSG00000309320",NA,NA,NA,NA
"LCP1",13.07,-0.032,0.448,"8.96e-01"," NA","No","ENSG00000136167","LCP1","13q14.13","protein-coding","lymphocyte cytosolic protein 1"
"LONRF2P1",11.981,-0.032,0.465,"8.94e-01"," NA","No","ENSG00000266605","LONRF2P1","18p11.21","pseudo","LONRF2 pseudogene 1"
"RPL21P123",17.332,-0.032,0.423,"8.98e-01"," NA","No","ENSG00000240531","RPL21P123","17q11.2","pseudo","ribosomal protein L21 pseudogene 123"
"RPL6P2",11.887,-0.032,0.423,"8.99e-01"," NA","No","ENSG00000227056","RPL6P2","1p12","pseudo","ribosomal protein L6 pseudogene 2"
"TMEM60",13.326,-0.032,0.411,"8.99e-01"," NA","No","ENSG00000135211","TMEM60","7q11.23","protein-coding","transmembrane protein 60"
"ASCC3",588.862,-0.033,0.259,"8.67e-01","9.47e-01","No","ENSG00000112249","ASCC3","6q16.3","protein-coding","activating signal cointegrator 1 complex subunit 3"
"MTNAP1",209.333,-0.033,0.272,"8.71e-01","9.49e-01","No","ENSG00000141219","MTNAP1","17q25.1","protein-coding","mitochondrial nucleoid associated protein 1"
"ZNF562",121.313,-0.033,0.265,"8.71e-01","9.49e-01","No","ENSG00000171466","ZNF562","19p13.2","protein-coding","zinc finger protein 562"
"GCA",240.524,-0.033,0.271,"8.72e-01","9.49e-01","No","ENSG00000115271","GCA","2q24.2","protein-coding","grancalcin"
"TTC9C",99.021,-0.033,0.274,"8.72e-01","9.49e-01","No","ENSG00000162222","TTC9C","11q12.3","protein-coding","tetratricopeptide repeat domain 9C"
"SUSD1",471.513,-0.033,0.277,"8.73e-01","9.49e-01","No","ENSG00000106868","SUSD1","9q31.3-q32","protein-coding","sushi domain containing 1"
"DAB1",414.94,-0.033,0.275,"8.74e-01","9.50e-01","No","ENSG00000173406","DAB1","1p32.2-p32.1","protein-coding","DAB adaptor protein 1"
"WIPI2",364.767,-0.033,0.289,"8.77e-01","9.52e-01","No","ENSG00000157954","WIPI2","7p22.1","protein-coding","WD repeat domain, phosphoinositide interacting 2"
"ZNF454",125.584,-0.033,0.288,"8.78e-01","9.52e-01","No","ENSG00000178187","ZNF454","5q35.3","protein-coding","zinc finger protein 454"
"CHST10",237.742,-0.033,0.294,"8.81e-01","9.54e-01","No","ENSG00000115526","CHST10","2q11.2","protein-coding","carbohydrate sulfotransferase 10"
"RNGTT",278.35,-0.033,0.306,"8.81e-01","9.54e-01","No","ENSG00000111880","RNGTT","6q15","protein-coding","RNA guanylyltransferase and 5'-phosphatase"
"NELL1",475.512,-0.033,0.303,"8.83e-01","9.54e-01","No","ENSG00000165973","NELL1","11p15.1","protein-coding","neural EGFL like 1"
"RNLS",53.621,-0.033,0.309,"8.85e-01","9.55e-01","No","ENSG00000184719","RNLS","10q23.31","protein-coding","renalase, FAD dependent amine oxidase"
"GLA",42.906,-0.033,0.327,"8.88e-01","9.56e-01","No","ENSG00000102393","GLA","Xq22.1","protein-coding","galactosidase alpha"
"ENSG00000291194",313.568,-0.033,0.33,"8.89e-01","9.57e-01","No","ENSG00000291194",NA,NA,NA,NA
"ZSCAN2",37.041,-0.033,0.346,"8.89e-01","9.57e-01","No","ENSG00000176371","ZSCAN2","15q25.2","protein-coding","zinc finger and SCAN domain containing 2"
"ENSG00000289245",60.278,-0.033,0.353,"8.90e-01","9.58e-01","No","ENSG00000289245",NA,NA,NA,NA
"NPTXR",1736.489,-0.033,0.349,"8.90e-01","9.58e-01","No","ENSG00000221890","NPTXR","22q13.1","protein-coding","neuronal pentraxin receptor"
"ENSG00000272431",37.937,-0.033,0.355,"8.92e-01","9.59e-01","No","ENSG00000272431",NA,NA,NA,NA
"ENSG00000309865",22.491,-0.033,0.402,"8.93e-01","9.59e-01","No","ENSG00000309865",NA,NA,NA,NA
"IFI27L2",22.851,-0.033,0.376,"8.93e-01","9.59e-01","No","ENSG00000119632","IFI27L2","14q32.12","protein-coding","interferon alpha inducible protein 27 like 2"
"ENSG00000233672",22.937,-0.033,0.423,"8.95e-01","9.60e-01","No","ENSG00000233672",NA,NA,NA,NA
"ENSG00000231985",44.676,-0.033,0.438,"8.95e-01","9.60e-01","No","ENSG00000231985",NA,NA,NA,NA
"ENSG00000284677",50.541,-0.033,0.384,"8.95e-01","9.60e-01","No","ENSG00000284677",NA,NA,NA,NA
"ENSG00000303650",19.907,-0.033,0.397,"8.95e-01","9.60e-01","No","ENSG00000303650",NA,NA,NA,NA
"LOC101928357",23.209,-0.033,0.403,"8.95e-01","9.60e-01","No","ENSG00000287568","LOC101928357","7q31.33","ncRNA","uncharacterized LOC101928357"
"CITED2",145.177,-0.033,0.423,"8.96e-01","9.61e-01","No","ENSG00000164442","CITED2","6q24.1","protein-coding","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2"
"ENSG00000301761",108.122,-0.033,0.419,"8.96e-01","9.61e-01","No","ENSG00000301761",NA,NA,NA,NA
"MSI1",21.226,-0.033,0.395,"8.96e-01","9.61e-01","No","ENSG00000135097","MSI1","12q24.31","protein-coding","musashi RNA binding protein 1"
"ENSG00000298231",15.857,-0.033,0.401,"8.95e-01"," NA","No","ENSG00000298231",NA,NA,NA,NA
"RN7SL308P",9.009,-0.033,0.461,"8.90e-01"," NA","No","ENSG00000243951","RN7SL308P","8q21.13","pseudo","RNA, 7SL, cytoplasmic 308, pseudogene"
"USP10",348.316,-0.034,0.246,"8.57e-01","9.42e-01","No","ENSG00000103194","USP10","16q24.1","protein-coding","ubiquitin specific peptidase 10"
"SUPT7L",625.752,-0.034,0.246,"8.57e-01","9.42e-01","No","ENSG00000119760","SUPT7L","2p23.3","protein-coding","SPT7 like, STAGA complex subunit gamma"
"EZH1",1001.101,-0.034,0.252,"8.60e-01","9.43e-01","No","ENSG00000108799","EZH1","17q21.2","protein-coding","enhancer of zeste 1 polycomb repressive complex 2 subunit"
"ADCY2",1414.968,-0.034,0.255,"8.61e-01","9.43e-01","No","ENSG00000078295","ADCY2","5p15.31","protein-coding","adenylate cyclase 2"
"HOMER2",619.411,-0.034,0.259,"8.62e-01","9.44e-01","No","ENSG00000103942","HOMER2","15q25.2","protein-coding","homer scaffold protein 2"
"KHDRBS1",507.918,-0.034,0.261,"8.63e-01","9.45e-01","No","ENSG00000121774","KHDRBS1","1p35.2","protein-coding","KH RNA binding domain containing, signal transduction associated 1"
"SH3KBP1",603.161,-0.034,0.279,"8.71e-01","9.49e-01","No","ENSG00000147010","SH3KBP1","Xp22.12","protein-coding","SH3 domain containing kinase binding protein 1"
"TMEM41A",125.694,-0.034,0.293,"8.74e-01","9.50e-01","No","ENSG00000163900","TMEM41A","3q27.2","protein-coding","transmembrane protein 41A"
"ENSG00000290476",417.242,-0.034,0.289,"8.75e-01","9.51e-01","No","ENSG00000290476",NA,NA,NA,NA
"ENSG00000288891",189.208,-0.034,0.295,"8.77e-01","9.52e-01","No","ENSG00000288891",NA,NA,NA,NA
"CYB5D2",76.851,-0.034,0.315,"8.80e-01","9.54e-01","No","ENSG00000167740","CYB5D2","17p13.2","protein-coding","cytochrome b5 domain containing 2"
"NBR2",93.315,-0.034,0.304,"8.80e-01","9.54e-01","No","ENSG00000198496","NBR2","17q21.31","ncRNA","neighbor of BRCA1 lncRNA 2"
"ZNF30",154.539,-0.034,0.303,"8.80e-01","9.54e-01","No","ENSG00000168661","ZNF30","19q13.11","protein-coding","zinc finger protein 30"
"TMEM42",59.911,-0.034,0.31,"8.81e-01","9.54e-01","No","ENSG00000169964","TMEM42","3p21.31","protein-coding","transmembrane protein 42"
"KIF15",61.467,-0.034,0.318,"8.82e-01","9.54e-01","No","ENSG00000163808","KIF15","3p21.31","protein-coding","kinesin family member 15"
"WAPL-DT",54.613,-0.034,0.33,"8.86e-01","9.55e-01","No","ENSG00000227896","WAPL-DT","10q23.2","ncRNA","WAPL divergent transcript"
"LINC02288",65.188,-0.034,0.339,"8.86e-01","9.55e-01","No","ENSG00000246548","LINC02288","14q24.3","ncRNA","long intergenic non-protein coding RNA 2288"
"CDHR1",189.636,-0.034,0.342,"8.86e-01","9.55e-01","No","ENSG00000148600","CDHR1","10q23.1","protein-coding","cadherin related family member 1"
"NAGA",49.41,-0.034,0.342,"8.87e-01","9.56e-01","No","ENSG00000198951","NAGA","22q13.2","protein-coding","alpha-N-acetylgalactosaminidase"
"SCARNA17",46.418,-0.034,0.356,"8.88e-01","9.56e-01","No","ENSG00000267322",NA,NA,NA,NA
"SNORD115-31",106.303,-0.034,0.447,"8.89e-01","9.57e-01","No","ENSG00000202188","SNORD115-31","15q11.2","snoRNA","small nucleolar RNA, C/D box 115-31"
"ENSG00000249140",19.57,-0.034,0.385,"8.91e-01","9.58e-01","No","ENSG00000249140",NA,NA,NA,NA
"ENSG00000291138",18.181,-0.034,0.423,"8.90e-01","9.58e-01","No","ENSG00000291138",NA,NA,NA,NA
"TAF1A",61.157,-0.034,0.371,"8.90e-01","9.58e-01","No","ENSG00000143498","TAF1A","1q41","protein-coding","TATA-box binding protein associated factor, RNA polymerase I subunit A"
"ENSG00000279155",22.639,-0.034,0.379,"8.91e-01","9.58e-01","No","ENSG00000279155",NA,NA,NA,NA
"ENSG00000237316",24.152,-0.034,0.391,"8.92e-01","9.59e-01","No","ENSG00000237316",NA,NA,NA,NA
"ENSG00000259067",10.002,-0.034,0.499,"8.79e-01"," NA","No","ENSG00000259067",NA,NA,NA,NA
"ENSG00000293195",14.531,-0.034,0.416,"8.92e-01"," NA","No","ENSG00000293195",NA,NA,NA,NA
"ENSG00000293571",9.795,-0.034,0.49,"8.82e-01"," NA","No","ENSG00000293571",NA,NA,NA,NA
"ENSG00000305531",10.703,-0.034,0.441,"8.92e-01"," NA","No","ENSG00000305531",NA,NA,NA,NA
"RN7SL404P",10.757,-0.034,0.431,"8.90e-01"," NA","No","ENSG00000264840","RN7SL404P","17q24.1","pseudo","RNA, 7SL, cytoplasmic 404, pseudogene"
"RPEP5",10.418,-0.034,0.443,"8.90e-01"," NA","No","ENSG00000234732","RPEP5","2q24.2","pseudo","ribulose-5-phosphate-3-epimerase pseudogene 5"
"DDX3Y",361.905,-0.035,0.578,"7.10e-01","8.68e-01","No","ENSG00000067048","DDX3Y","Yq11.221","protein-coding","DEAD-box helicase 3 Y-linked"
"SIPA1L1",2673.738,-0.035,0.238,"8.49e-01","9.38e-01","No","ENSG00000197555","SIPA1L1","14q24.2","protein-coding","signal induced proliferation associated 1 like 1"
"PPFIBP1",2180.555,-0.035,0.245,"8.54e-01","9.40e-01","No","ENSG00000110841","PPFIBP1","12p11.23-p11.22","protein-coding","PPFIA binding protein 1"
"EIF4G3",3215.121,-0.035,0.263,"8.60e-01","9.43e-01","No","ENSG00000075151","EIF4G3","1p36.12","protein-coding","eukaryotic translation initiation factor 4 gamma 3"
"RABEP1",1266.225,-0.035,0.261,"8.60e-01","9.43e-01","No","ENSG00000029725","RABEP1","17p13.2","protein-coding","rabaptin, RAB GTPase binding effector protein 1"
"DDX10",1005.922,-0.035,0.267,"8.62e-01","9.44e-01","No","ENSG00000178105","DDX10","11q22.3","protein-coding","DEAD-box helicase 10"
"PANK3",1356.909,-0.035,0.266,"8.62e-01","9.44e-01","No","ENSG00000120137","PANK3","5q34","protein-coding","pantothenate kinase 3"
"UBIAD1",91.397,-0.035,0.276,"8.66e-01","9.46e-01","No","ENSG00000120942","UBIAD1","1p36.22","protein-coding","UbiA prenyltransferase domain containing 1"
"ALG9",128.101,-0.035,0.283,"8.68e-01","9.48e-01","No","ENSG00000086848","ALG9","11q23.1","protein-coding","ALG9 alpha-1,2-mannosyltransferase"
"MRPL37",126.276,-0.035,0.286,"8.70e-01","9.49e-01","No","ENSG00000116221","MRPL37","1p32.3","protein-coding","mitochondrial ribosomal protein L37"
"AMOTL2",182.914,-0.035,0.297,"8.72e-01","9.49e-01","No","ENSG00000114019","AMOTL2","3q22.2","protein-coding","angiomotin like 2"
"ZNF224",160.586,-0.035,0.297,"8.72e-01","9.49e-01","No","ENSG00000267680","ZNF224","19q13.31","protein-coding","zinc finger protein 224"
"AIMP1P1",144.387,-0.035,0.306,"8.75e-01","9.51e-01","No","ENSG00000234187","AIMP1P1","20p12.1","pseudo","aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1"
"ERBIN",582.729,-0.035,0.307,"8.77e-01","9.52e-01","No","ENSG00000112851","ERBIN","5q12.3","protein-coding","erbb2 interacting protein"
"RPS19",113.122,-0.035,0.32,"8.78e-01","9.52e-01","No","ENSG00000105372","RPS19","19q13.2","protein-coding","ribosomal protein S19"
"ENSG00000307341",492.832,-0.035,0.342,"8.82e-01","9.54e-01","No","ENSG00000307341",NA,NA,NA,NA
"CCDC175",140.577,-0.035,0.349,"8.86e-01","9.55e-01","No","ENSG00000151838","CCDC175","14q23.1","protein-coding","coiled-coil domain containing 175"
"ZNF322",42.072,-0.035,0.359,"8.86e-01","9.55e-01","No","ENSG00000181315","ZNF322","6p22.2","protein-coding","zinc finger protein 322"
"MISFA",30.448,-0.035,0.361,"8.87e-01","9.56e-01","No","ENSG00000247595","MISFA","11p15.1","protein-coding","mitochondrial sheath formation associated"
"FAM151A",21.357,-0.035,0.44,"8.87e-01","9.56e-01","No","ENSG00000162391","FAM151A",NA,"protein-coding","family with sequence similarity 151 member A"
"PCDHB18P",29.416,-0.035,0.377,"8.87e-01","9.56e-01","No","ENSG00000290894","PCDHB18P","5q31.3","pseudo","protocadherin beta 18 pseudogene"
"ENSG00000309340",25.049,-0.035,0.389,"8.88e-01","9.56e-01","No","ENSG00000309340",NA,NA,NA,NA
"NRG4",124.912,-0.035,0.371,"8.88e-01","9.56e-01","No","ENSG00000169752","NRG4","15q24.2","protein-coding","neuregulin 4"
"ENSG00000299363",21.302,-0.035,0.395,"8.88e-01","9.57e-01","No","ENSG00000299363",NA,NA,NA,NA
"ENSG00000207021",38.36,-0.035,0.397,"8.89e-01","9.57e-01","No","ENSG00000207021",NA,NA,NA,NA
"ENSG00000294966",20.668,-0.035,0.398,"8.90e-01","9.57e-01","No","ENSG00000294966",NA,NA,NA,NA
"ENSG00000275064",11.326,-0.035,0.452,"8.85e-01"," NA","No","ENSG00000275064",NA,NA,NA,NA
"ENSG00000287106",13.115,-0.035,0.433,"8.88e-01"," NA","No","ENSG00000287106",NA,NA,NA,NA
"ENSG00000287129",14.644,-0.035,0.409,"8.88e-01"," NA","No","ENSG00000287129",NA,NA,NA,NA
"ENSG00000294704",7.863,-0.035,0.503,"8.74e-01"," NA","No","ENSG00000294704",NA,NA,NA,NA
"ENSG00000301783",11.182,-0.035,0.441,"8.87e-01"," NA","No","ENSG00000301783",NA,NA,NA,NA
"ENSG00000307427",12.498,-0.035,0.477,"8.82e-01"," NA","No","ENSG00000307427",NA,NA,NA,NA
"LEKR1",13.752,-0.035,0.424,"8.89e-01"," NA","No","ENSG00000197980","LEKR1","3q25.31","protein-coding","leucine, glutamate and lysine rich 1"
"LINC01697",7.617,-0.035,0.502,"8.74e-01"," NA","No","ENSG00000232079","LINC01697","21q21.3","ncRNA","long intergenic non-protein coding RNA 1697"
"LOC101928733",16.205,-0.035,0.445,"8.87e-01"," NA","No","ENSG00000228151","LOC101928733","7q36.1","ncRNA","uncharacterized LOC101928733"
"PPT2-EGFL8",15.484,-0.035,0.424,"8.88e-01"," NA","No","ENSG00000258388","PPT2-EGFL8","6p21.32","ncRNA","PPT2-EGFL8 readthrough (NMD candidate)"
"SELL",14.415,-0.035,0.439,"8.88e-01"," NA","No","ENSG00000188404","SELL","1q24.2","protein-coding","selectin L"
"SNORD116-10",8.061,-0.035,0.489,"8.76e-01"," NA","No","ENSG00000200661","SNORD116-10","15q11.2","snoRNA","small nucleolar RNA, C/D box 116-10"
"TRIM61",12.182,-0.035,0.426,"8.88e-01"," NA","No","ENSG00000183439","TRIM61","4q32.3","protein-coding","tripartite motif containing 61"
"CDH10",650.658,-0.036,0.259,"8.55e-01","9.40e-01","No","ENSG00000040731","CDH10","5p14.2-p14.1","protein-coding","cadherin 10"
"SRSF10",936.2,-0.036,0.276,"8.62e-01","9.44e-01","No","ENSG00000188529","SRSF10","1p36.11","protein-coding","serine and arginine rich splicing factor 10"
"CDH6",192.343,-0.036,0.288,"8.66e-01","9.46e-01","No","ENSG00000113361","CDH6","5p13.3","protein-coding","cadherin 6"
"BPNT1",71.001,-0.036,0.29,"8.69e-01","9.48e-01","No","ENSG00000162813","BPNT1","1q41","protein-coding","3'(2'), 5'-bisphosphate nucleotidase 1"
"PAPSS1",355.265,-0.036,0.297,"8.70e-01","9.49e-01","No","ENSG00000138801","PAPSS1","4q25","protein-coding","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"RBM45",214.216,-0.036,0.298,"8.71e-01","9.49e-01","No","ENSG00000155636","RBM45","2q31.2","protein-coding","RNA binding motif protein 45"
"ZNF143",82.215,-0.036,0.315,"8.73e-01","9.50e-01","No","ENSG00000166478","ZNF143","11p15.4","protein-coding","zinc finger protein 143"
"ENSG00000290548",137.719,-0.036,0.31,"8.74e-01","9.50e-01","No","ENSG00000290548",NA,NA,NA,NA
"PKIG",150.088,-0.036,0.319,"8.74e-01","9.50e-01","No","ENSG00000168734","PKIG","20q13.12","protein-coding","cAMP-dependent protein kinase inhibitor gamma"
"MTCL3",58.699,-0.036,0.328,"8.77e-01","9.52e-01","No","ENSG00000214338","MTCL3","6q22.33","protein-coding","MTCL family member 3"
"NPAP1",87.202,-0.036,0.339,"8.79e-01","9.53e-01","No","ENSG00000185823","NPAP1","15q11.2","protein-coding","nuclear pore associated protein 1"
"ENSG00000286020",44.885,-0.036,0.36,"8.81e-01","9.54e-01","No","ENSG00000286020",NA,NA,NA,NA
"NUP42",78.315,-0.036,0.344,"8.81e-01","9.54e-01","No","ENSG00000136243","NUP42","7p15.3","protein-coding","nucleoporin 42"
"TMEM18",281.565,-0.036,0.342,"8.81e-01","9.54e-01","No","ENSG00000151353","TMEM18","2p25.3","protein-coding","transmembrane protein 18"
"ENSG00000295751",28.134,-0.036,0.352,"8.82e-01","9.54e-01","No","ENSG00000295751",NA,NA,NA,NA
"NAV2-AS4",34.21,-0.036,0.353,"8.82e-01","9.54e-01","No","ENSG00000254622","NAV2-AS4","11p15.1","ncRNA","NAV2 antisense RNA 4"
"ENSG00000224981",27.959,-0.036,0.378,"8.83e-01","9.54e-01","No","ENSG00000224981",NA,NA,NA,NA
"EEF1B2P7",32.801,-0.036,0.376,"8.83e-01","9.54e-01","No","ENSG00000213055","EEF1B2P7","2q37.1","pseudo","eukaryotic translation elongation factor 1 beta 2 pseudogene 7"
"ENSG00000286597",33.024,-0.036,0.389,"8.84e-01","9.55e-01","No","ENSG00000286597",NA,NA,NA,NA
"ENSG00000303986",19.397,-0.036,0.379,"8.84e-01","9.55e-01","No","ENSG00000303986",NA,NA,NA,NA
"ENSG00000305386",26.481,-0.036,0.389,"8.84e-01","9.55e-01","No","ENSG00000305386",NA,NA,NA,NA
"FCF1P4",38.288,-0.036,0.414,"8.85e-01","9.55e-01","No","ENSG00000226112","FCF1P4","Xq23","pseudo","FCF1 pseudogene 4"
"MMRN2",42.422,-0.036,0.392,"8.84e-01","9.55e-01","No","ENSG00000173269","MMRN2","10q23.2","protein-coding","multimerin 2"
"RGS2",151.789,-0.036,0.417,"8.85e-01","9.55e-01","No","ENSG00000116741","RGS2","1q31.2","protein-coding","regulator of G protein signaling 2"
"ENSG00000226009",25.855,-0.036,0.379,"8.86e-01","9.55e-01","No","ENSG00000226009",NA,NA,NA,NA
"PCDHGA3",25.638,-0.036,0.402,"8.86e-01","9.55e-01","No","ENSG00000254245","PCDHGA3","5q31.3","protein-coding","protocadherin gamma subfamily A, 3"
"KIF2C",21.891,-0.036,0.423,"8.87e-01","9.56e-01","No","ENSG00000142945","KIF2C","1p34.1","protein-coding","kinesin family member 2C"
"ENSG00000271996",12.161,-0.036,0.452,"8.82e-01"," NA","No","ENSG00000271996",NA,NA,NA,NA
"GOT1L1",10.211,-0.036,0.435,"8.85e-01"," NA","No","ENSG00000169154","GOT1L1","8p11.23","protein-coding","glutamic-oxaloacetic transaminase 1 like 1"
"MPDU1-AS1",16.557,-0.036,0.387,"8.84e-01"," NA","No","ENSG00000233223","MPDU1-AS1","17p13.1","ncRNA","MPDU1 antisense RNA 1"
"RNU6-20P",107.416,-0.036,0.562," NA"," NA","No","ENSG00000206833","RNU6-20P","16q21","pseudo","RNA, U6 small nuclear 20, pseudogene"
"METTL6",324.38,-0.037,0.244,"8.44e-01","9.35e-01","No","ENSG00000206562","METTL6","3p25.1","protein-coding","methyltransferase 6, tRNA N3-cytidine"
