"gene_symbols"	"SRR10446596"	"SRR10446599"	"SRR10446602"	"SRR10446605"	"SRR10446608"	"SRR10446611"
"ENSG00000165949"	"IFI27"	12	14	25	6	12	25
"ENSG00000070367"	"EXOC5"	580	1132	1232	270	489	553
"ENSG00000176165"	"FOXG1"	356	585	828	364	316	307
"ENSG00000092054"	"MYH7"	29	116	35	58	38	26
"ENSG00000100478"	"AP4S1"	275	452	683	194	394	356
"ENSG00000198513"	"ATL1"	533	1216	1290	439	639	630
"ENSG00000013523"	"ANGEL1"	271	325	653	511	668	493
"ENSG00000142208"	"AKT1"	132	332	296	639	358	173
"ENSG00000258811"	"NA"	5	16	18	12	20	17
"ENSG00000258593"	"NA"	4	5	6	2	5	8
"ENSG00000099814"	"CEP170B"	506	1207	673	2342	997	577
"ENSG00000259067"	"NA"	1	19	25	7	0	18
"ENSG00000173464"	"RNASE11"	0	0	0	0	0	0
"ENSG00000182652"	"OR4Q3"	0	0	0	0	0	0
"ENSG00000100599"	"RIN3"	28	90	151	144	124	92
"ENSG00000293569"	"NA"	5	16	138	26	27	46
"ENSG00000289757"	"NA"	0	0	0	0	0	0
"ENSG00000258663"	"NA"	0	0	0	0	0	0
"ENSG00000288802"	"NA"	132	226	194	29	42	39
"ENSG00000259000"	"DOCK11P1"	0	1	13	0	0	4
"ENSG00000258509"	"NA"	1	2	2	1	2	1
"ENSG00000259046"	"RRAGAP1"	2	4	6	0	1	3
"ENSG00000179476"	"C14orf28"	29	57	123	22	48	53
"ENSG00000179454"	"KLHL28"	131	245	392	54	103	164
"ENSG00000198718"	"TOGARAM1"	385	837	1079	291	573	579
"ENSG00000258497"	"NA"	0	3	5	0	0	1
"ENSG00000256705"	"NA"	7	19	12	13	18	15
"ENSG00000139910"	"NOVA1"	607	1135	1660	225	552	788
"ENSG00000262119"	"NA"	35	42	116	2	3	29
"ENSG00000257842"	"NOVA1-DT"	3	8	63	3	10	34
"ENSG00000257845"	"LINC02294"	7	0	7	0	3	0
"ENSG00000257612"	"MIR4307HG"	3	11	23	0	7	24
"ENSG00000265165"	"MIR4307"	0	0	1	0	0	0
"ENSG00000258932"	"RPS27AP4"	1	2	0	1	0	2
"ENSG00000257120"	"NA"	3	2	7	1	0	3
"ENSG00000257523"	"NA"	0	0	2	0	0	0
"ENSG00000257522"	"LOC102724934"	148	241	286	20	104	186
"ENSG00000203546"	"NA"	3	1	5	1	1	6
"ENSG00000129480"	"DTD2"	5	17	17	1	5	15
"ENSG00000239323"	"NA"	0	0	1	0	0	0
"ENSG00000214943"	"GPR33"	0	0	0	0	0	0
"ENSG00000223087"	"RNU6-602P"	0	1	0	0	5	0
"ENSG00000207412"	"RNU6-455P"	0	5	2	0	1	12
"ENSG00000258690"	"NA"	0	0	3	1	0	0
"ENSG00000258601"	"NA"	0	0	2	2	0	2
"ENSG00000253563"	"NKX2-1-AS1"	0	0	1	0	0	0
"ENSG00000283098"	"NA"	3	7	16	3	9	7
"ENSG00000259019"	"NA"	0	0	0	0	0	0
"ENSG00000259137"	"NA"	0	0	3	2	0	0
"ENSG00000259148"	"NA"	0	0	7	0	0	0
"ENSG00000189139"	"FSCB"	0	0	17	0	9	0
"ENSG00000289195"	"NA"	0	7	8	1	0	0
"ENSG00000258751"	"NA"	15	3	6	2	0	3
"ENSG00000270359"	"NA"	0	0	0	4	2	0
"ENSG00000207366"	"RNU6-297P"	0	1	1	0	0	0
"ENSG00000258750"	"LOC100422641"	4	2	4	0	0	3
"ENSG00000242417"	"RPL18P1"	0	0	0	0	0	2
"ENSG00000258803"	"LOC101927690"	0	0	0	1	0	0
"ENSG00000140153"	"WDR20"	204	301	463	138	276	277
"ENSG00000022976"	"ZNF839"	156	161	214	194	187	147
"ENSG00000100865"	"CINP"	59	133	185	87	104	74
"ENSG00000196663"	"TECPR2"	685	1245	1202	1284	1324	886
"ENSG00000259515"	"NA"	3	19	14	2	23	19
"ENSG00000269910"	"NA"	0	0	2	0	0	0
"ENSG00000293148"	"NA"	0	5	4	0	0	0
"ENSG00000258776"	"NA"	0	0	0	0	0	0
"ENSG00000258592"	"NA"	0	0	0	0	0	0
"ENSG00000243388"	"NA"	0	0	1	0	0	0
"ENSG00000258758"	"LOC440180"	0	0	0	0	0	0
"ENSG00000088808"	"PPP1R13B"	506	1015	1357	976	1290	971
"ENSG00000156411"	"ATP5MJ"	108	265	248	27	68	94
"ENSG00000156414"	"TDRD9"	10	194	36	131	166	165
"ENSG00000222761"	"RNU6-684P"	0	0	8	0	0	0
"ENSG00000211895"	"IGHA1"	0	0	2	0	0	0
"ENSG00000253692"	"IGHEP1"	0	0	0	0	0	0
"ENSG00000226777"	"FAM30A"	0	0	0	0	0	1
"ENSG00000259081"	"NA"	10	18	15	30	15	10
"ENSG00000269883"	"NA"	10	16	33	78	24	27
"ENSG00000289347"	"NA"	5	7	14	3	8	1
"ENSG00000258819"	"LINC02289"	17	5	44	15	10	16
"ENSG00000198894"	"CIPC"	146	373	505	125	234	209
"ENSG00000259164"	"NA"	0	0	0	0	0	0
"ENSG00000165548"	"TMEM63C"	388	706	925	946	1088	600
"ENSG00000258683"	"NA"	0	0	0	0	0	0
"ENSG00000258426"	"NA"	0	0	0	0	5	2
"ENSG00000252369"	"RNU7-51P"	0	0	0	0	0	0
"ENSG00000258804"	"LINC01148"	0	0	0	0	0	0
"ENSG00000259061"	"NA"	0	0	0	0	0	0
"ENSG00000258944"	"NA"	1	3	3	3	4	3
"ENSG00000251393"	"NA"	12	18	24	1	3	19
"ENSG00000258695"	"NA"	1	0	17	0	1	3
"ENSG00000288797"	"NA"	0	0	0	0	0	0
"ENSG00000258496"	"NA"	0	0	1	0	0	0
"ENSG00000258958"	"NA"	0	6	13	0	0	11
"ENSG00000258859"	"NA"	128	202	298	114	398	638
"ENSG00000258807"	"NA"	32	18	18	10	90	46
"ENSG00000258770"	"LINC02330"	1	0	1	0	0	4
"ENSG00000054983"	"GALC"	213	324	538	97	147	151
"ENSG00000259096"	"NA"	9	20	34	5	7	9
"ENSG00000176438"	"SYNE3"	28	38	152	56	149	59
"ENSG00000252481"	"SCARNA13"	0	0	0	0	0	0
"ENSG00000182512"	"GLRX5"	34	70	51	26	27	26
"ENSG00000187621"	"LOC124903372"	0	2	0	0	0	0
"ENSG00000275033"	"NA"	0	0	0	0	0	0
"ENSG00000259084"	"NA"	0	0	0	0	0	0
"ENSG00000277468"	"NA"	0	0	0	0	0	0
"ENSG00000213231"	"TCL1B"	0	0	0	0	0	0
"ENSG00000258451"	"EGILA"	0	0	1	0	0	0
"ENSG00000258810"	"NA"	0	0	0	0	0	0
"ENSG00000255472"	"NA"	0	0	0	0	0	0
"ENSG00000257721"	"NA"	0	0	0	0	0	0
"ENSG00000258367"	"NA"	0	0	0	0	0	0
"ENSG00000257825"	"NA"	0	0	0	0	0	0
"ENSG00000258233"	"NA"	0	0	0	0	0	0
"ENSG00000257504"	"LINC02297"	0	0	0	0	0	0
"ENSG00000257175"	"NA"	0	0	1	0	0	0
"ENSG00000257731"	"SSBP3P4"	0	0	0	0	0	0
"ENSG00000258076"	"LOC100422529"	0	0	0	0	0	0
"ENSG00000239200"	"RPL22P20"	0	0	0	0	0	0
"ENSG00000257635"	"NA"	0	0	0	0	0	0
"ENSG00000257224"	"NA"	0	0	0	0	0	0
"ENSG00000277529"	"NA"	0	0	0	0	0	0
"ENSG00000290346"	"NA"	0	0	0	0	0	0
"ENSG00000291204"	"NA"	0	0	0	0	0	0
"ENSG00000257891"	"NA"	0	0	0	0	0	0
"ENSG00000275563"	"LOC100508046"	0	0	0	0	0	0
"ENSG00000244306"	"NA"	0	0	0	0	0	0
"ENSG00000283519"	"NA"	0	0	0	0	0	0
"ENSG00000170345"	"FOS"	175	108	38	749	68	10
"ENSG00000119660"	"NA"	1	0	0	0	0	0
"ENSG00000140044"	"JDP2"	108	289	254	221	250	257
"ENSG00000072110"	"ACTN1"	1826	3655	1990	4250	3561	2015
"ENSG00000027075"	"PRKCH"	5	5	13	8	2	1
"ENSG00000258989"	"NA"	0	0	0	0	0	0
"ENSG00000258926"	"LOC105370525"	0	1	2	4	0	0
"ENSG00000258981"	"NA"	1	1	0	0	0	0
"ENSG00000258440"	"NA"	0	0	1	0	0	0
"ENSG00000168229"	"PTGDR"	1	17	12	5	2	15
"ENSG00000261208"	"NA"	2	17	29	1	3	0
"ENSG00000125384"	"PTGER2"	3	3	15	1	2	0
"ENSG00000293813"	"NA"	1	0	1	2	1	0
"ENSG00000293824"	"NA"	118	178	249	46	159	154
"ENSG00000251363"	"NA"	2	0	13	0	0	2
"ENSG00000293851"	"NA"	102	128	177	28	97	124
"ENSG00000293859"	"NA"	1	11	4	0	0	2
"ENSG00000259118"	"LOC100506321"	30	27	77	7	36	48
"ENSG00000293955"	"NA"	0	5	0	0	4	0
"ENSG00000286355"	"NA"	21	53	43	21	72	43
"ENSG00000293988"	"NA"	7	6	11	4	12	3
"ENSG00000293989"	"NA"	9	7	4	5	0	1
"ENSG00000258516"	"NA"	0	0	0	0	0	0
"ENSG00000258402"	"NA"	5	6	23	7	17	27
"ENSG00000248975"	"NA"	3	1	4	0	1	0
"ENSG00000294034"	"NA"	0	0	0	0	0	0
"ENSG00000277763"	"NA"	0	2	1	0	0	1
"ENSG00000258454"	"NA"	19	11	10	11	22	16
"ENSG00000294193"	"NA"	0	0	0	0	0	0
"ENSG00000294195"	"NA"	0	0	0	0	0	0
"ENSG00000294227"	"NA"	0	0	0	0	0	0
"ENSG00000294239"	"NA"	0	2	0	0	0	0
"ENSG00000294245"	"NA"	0	0	0	0	0	0
"ENSG00000258742"	"LINC02833"	0	2	4	0	0	0
"ENSG00000250365"	"HEATR5A-DT"	21	42	72	5	13	48
"ENSG00000294322"	"NA"	2	0	0	0	0	0
"ENSG00000294338"	"NA"	6	44	69	19	35	60
"ENSG00000294352"	"NA"	0	1	3	0	0	0
"ENSG00000258457"	"NA"	11	14	20	4	15	19
"ENSG00000257285"	"PRMT5-DT"	14	11	65	7	14	7
"ENSG00000294462"	"NA"	2	2	13	5	3	20
"ENSG00000294477"	"NA"	3	6	3	0	0	7
"ENSG00000258860"	"NA"	0	0	0	0	0	0
"ENSG00000294537"	"NA"	0	0	0	0	0	1
"ENSG00000287668"	"NA"	4	0	0	0	0	0
"ENSG00000294572"	"NA"	0	0	1	2	2	0
"ENSG00000294593"	"NA"	0	0	0	0	0	0
"ENSG00000257275"	"NA"	0	0	0	1	0	0
"ENSG00000294634"	"NA"	0	1	1	1	0	0
"ENSG00000258649"	"NA"	23	55	80	28	16	30
"ENSG00000294680"	"NA"	0	0	0	0	0	0
"ENSG00000294683"	"NA"	15	25	87	5	25	39
"ENSG00000294703"	"NA"	1	0	0	0	0	0
"ENSG00000294704"	"NA"	1	14	21	0	4	18
"ENSG00000294718"	"NA"	4	23	4	8	3	13
"ENSG00000259044"	"NA"	0	0	0	0	1	0
"ENSG00000294743"	"NA"	1	0	0	3	5	0
"ENSG00000259035"	"NA"	2	5	3	3	0	0
"ENSG00000294757"	"NA"	0	0	0	2	0	0
"ENSG00000294759"	"NA"	0	2	8	0	7	0
"ENSG00000258460"	"LOC124903387"	4	16	8	2	15	24
"ENSG00000258718"	"NA"	0	0	0	0	0	0
"ENSG00000294784"	"NA"	0	0	0	0	1	0
"ENSG00000258727"	"AP1G2-AS1"	10	5	29	25	36	6
"ENSG00000294818"	"NA"	0	0	0	0	0	0
"ENSG00000294846"	"NA"	0	0	0	0	0	0
"ENSG00000157306"	"NA"	322	275	369	326	486	240
"ENSG00000293464"	"NA"	108	211	302	29	27	64
"ENSG00000259110"	"LINC02304"	11	35	4	4	7	23
"ENSG00000258694"	"NA"	0	4	6	0	3	7
"ENSG00000259023"	"LINC00524"	21	48	13	21	49	32
"ENSG00000258903"	"NA"	12	16	25	13	17	40
"ENSG00000294881"	"NA"	0	0	1	2	0	3
"ENSG00000258498"	"DIO3OS"	7	7	6	19	12	15
"ENSG00000294890"	"NA"	0	1	2	0	0	0
"ENSG00000294901"	"NA"	2	8	1	8	0	10
"ENSG00000294908"	"NA"	0	0	0	0	0	0
"ENSG00000289424"	"NA"	0	2	28	4	10	0
"ENSG00000294960"	"NA"	17	22	13	16	28	18
"ENSG00000295008"	"NA"	0	0	0	0	0	0
"ENSG00000258428"	"NA"	5	10	9	2	6	8
"ENSG00000295095"	"NA"	0	4	2	1	0	5
"ENSG00000266869"	"NA"	1	2	2	1	1	7
"ENSG00000295130"	"NA"	0	2	1	0	5	1
"ENSG00000295154"	"NA"	0	0	0	0	0	0
"ENSG00000258481"	"NA"	2	0	4	0	0	0
"ENSG00000295224"	"NA"	0	0	0	0	0	0
"ENSG00000229415"	"NA"	4	2	11	0	0	0
"ENSG00000295274"	"NA"	4	5	0	3	0	2
"ENSG00000295280"	"NA"	0	0	1	0	0	0
"ENSG00000235269"	"LINC02331"	3	3	2	0	0	0
"ENSG00000295290"	"NA"	20	13	18	3	11	14
"ENSG00000295295"	"NA"	12	21	36	13	15	18
"ENSG00000289442"	"NA"	3	2	5	1	1	0
"ENSG00000258661"	"NA"	0	0	0	0	0	0
"ENSG00000295303"	"NA"	0	0	1	0	0	0
"ENSG00000259868"	"LOC102723670"	64	84	63	58	64	111
"ENSG00000295321"	"NA"	0	0	0	0	0	0
"ENSG00000225680"	"NA"	6	1	25	2	6	11
"ENSG00000295328"	"NA"	2	6	6	0	1	2
"ENSG00000295341"	"NA"	9	8	23	6	5	22
"ENSG00000295346"	"NA"	16	9	8	8	13	13
"ENSG00000258572"	"SYNE3-AS1"	3	4	12	2	5	6
"ENSG00000258994"	"NA"	0	0	0	0	0	0
"ENSG00000197176"	"LINC02291"	0	2	0	0	0	0
"ENSG00000287501"	"LOC105370650"	0	0	0	0	0	0
"ENSG00000249163"	"PRPF39-DT"	0	1	0	0	0	0
"ENSG00000295511"	"NA"	0	0	1	0	0	0
"ENSG00000258038"	"LINC02327"	56	108	136	7	21	86
"ENSG00000295540"	"NA"	0	1	0	0	0	1
"ENSG00000258107"	"NA"	10	7	4	8	5	16
"ENSG00000295570"	"NA"	13	4	7	5	4	19
"ENSG00000295617"	"NA"	0	0	0	1	1	0
"ENSG00000295656"	"NA"	0	0	4	1	0	0
"ENSG00000295665"	"NA"	6	13	29	3	10	3
"ENSG00000259319"	"NA"	4	38	32	4	14	19
"ENSG00000295711"	"NA"	0	0	0	0	0	0
"ENSG00000289918"	"NA"	0	0	0	0	0	0
"ENSG00000259719"	"LINC02284"	6	2	62	5	10	3
"ENSG00000289866"	"NA"	0	0	7	4	6	9
"ENSG00000259483"	"NA"	3	7	42	0	0	9
"ENSG00000295806"	"NA"	0	4	8	2	2	14
"ENSG00000295850"	"NA"	0	0	0	0	0	0
"ENSG00000258511"	"NA"	0	0	0	0	0	0
"ENSG00000258383"	"NA"	5	0	0	1	1	2
"ENSG00000295869"	"NA"	0	0	0	0	0	0
"ENSG00000295888"	"NA"	0	10	14	10	3	4
"ENSG00000295893"	"NA"	21	20	17	16	21	21
"ENSG00000295903"	"NA"	11	27	12	15	27	36
"ENSG00000258667"	"HIF1A-AS3"	41	94	113	14	39	64
"ENSG00000295909"	"NA"	0	3	0	0	0	4
"ENSG00000295916"	"NA"	0	0	0	0	0	1
"ENSG00000295922"	"NA"	2	2	0	0	5	0
"ENSG00000295956"	"NA"	3	1	3	0	0	0
"ENSG00000296012"	"NA"	0	0	0	0	0	0
"ENSG00000251602"	"MTA1-DT"	11	22	21	21	19	39
"ENSG00000296022"	"NA"	0	0	0	0	0	0
"ENSG00000296057"	"NA"	6	3	7	1	2	0
"ENSG00000296068"	"NA"	0	0	0	2	0	0
"ENSG00000296075"	"NA"	6	2	7	0	1	6
"ENSG00000296081"	"NA"	5	17	19	4	12	1
"ENSG00000296087"	"NA"	4	8	4	0	0	4
"ENSG00000246223"	"LINC01550"	0	4	24	3	6	2
"ENSG00000296169"	"NA"	0	0	0	1	0	0
"ENSG00000259093"	"NA"	4	4	5	0	3	1
"ENSG00000296192"	"NA"	0	5	0	0	0	0
"ENSG00000296230"	"NA"	6	14	31	2	22	5
"ENSG00000296245"	"NA"	0	0	3	0	0	0
"ENSG00000296264"	"NA"	0	0	0	0	0	0
"ENSG00000296267"	"NA"	0	0	0	0	0	0
"ENSG00000296288"	"NA"	0	0	0	0	0	0
"ENSG00000288044"	"NA"	0	5	33	5	10	7
"ENSG00000296360"	"NA"	0	0	0	0	0	0
"ENSG00000296402"	"NA"	13	8	4	18	16	8
"ENSG00000296419"	"NA"	49	49	10	48	50	20
"ENSG00000257831"	"NA"	0	2	4	1	0	1
"ENSG00000258913"	"LINC02691"	4	19	1	46	6	8
"ENSG00000296533"	"NA"	8	0	2	2	2	1
"ENSG00000288459"	"NA"	0	2	1	0	0	0
"ENSG00000296585"	"NA"	3	0	0	0	0	0
"ENSG00000296586"	"NA"	0	0	0	0	0	0
"ENSG00000275198"	"NA"	1	24	15	16	9	17
"ENSG00000258784"	"NA"	0	4	3	0	0	5
"ENSG00000285826"	"NA"	0	0	0	0	0	0
"ENSG00000285664"	"LOC105370500"	45	96	113	7	62	79
"ENSG00000296668"	"NA"	0	0	1	0	0	0
"ENSG00000258793"	"NA"	0	0	1	0	0	0
"ENSG00000296705"	"NA"	0	0	0	0	0	0
"ENSG00000296722"	"NA"	0	0	1	0	0	0
"ENSG00000296739"	"NA"	0	0	0	0	0	0
"ENSG00000296765"	"NA"	3	3	9	0	0	3
"ENSG00000296771"	"NA"	0	0	0	0	0	0
"ENSG00000258556"	"LINC02322"	3	0	3	1	0	1
"ENSG00000296780"	"NA"	0	2	0	0	2	0
"ENSG00000254718"	"LOC101927702"	2	10	17	8	2	12
"ENSG00000258399"	"NA"	0	0	0	0	0	0
"ENSG00000296806"	"NA"	0	4	1	0	0	0
"ENSG00000296828"	"NA"	2	0	0	1	0	0
"ENSG00000258537"	"FRMD6-AS1"	66	52	78	29	42	42
"ENSG00000257126"	"NA"	163	139	463	46	136	200
"ENSG00000296920"	"NA"	0	1	1	0	3	0
"ENSG00000296926"	"NA"	0	0	0	0	0	0
"ENSG00000296937"	"NA"	0	14	1	1	1	3
"ENSG00000296947"	"NA"	0	0	0	0	0	0
"ENSG00000186615"	"KTN1-AS1"	46	75	134	22	37	86
"ENSG00000296961"	"NA"	2	4	2	0	2	0
"ENSG00000296969"	"NA"	10	16	27	9	24	21
"ENSG00000296970"	"NA"	24	36	58	15	17	28
"ENSG00000296983"	"NA"	0	3	3	1	2	2
"ENSG00000297012"	"NA"	1	1	0	0	0	0
"ENSG00000297064"	"NA"	0	0	2	0	0	0
"ENSG00000297112"	"NA"	0	0	130	51	1	2
"ENSG00000258636"	"LOC124907392"	37	71	145	1	13	87
"ENSG00000289903"	"NA"	0	0	1	0	0	6
"ENSG00000297162"	"NA"	1	8	13	3	5	19
"ENSG00000297163"	"NA"	1	0	2	0	0	0
"ENSG00000297171"	"NA"	0	0	0	0	0	0
"ENSG00000257869"	"NA"	0	0	0	0	0	0
"ENSG00000289436"	"NA"	3	2	7	1	4	4
"ENSG00000259138"	"NA"	5	2	10	3	20	6
"ENSG00000273565"	"NA"	0	1	2	0	2	0
"ENSG00000259004"	"LINC02285"	0	0	0	0	0	0
"ENSG00000288302"	"LOC124903386"	0	0	0	0	0	0
"ENSG00000297421"	"NA"	6	5	23	26	27	25
"ENSG00000297427"	"NA"	0	0	2	0	0	0
"ENSG00000297446"	"NA"	2	0	1	0	0	0
"ENSG00000292986"	"DUXAP10"	4	13	47	5	47	20
"ENSG00000291205"	"BMS1P17"	0	9	10	1	3	3
"ENSG00000297555"	"NA"	0	0	0	0	0	0
"ENSG00000297577"	"NA"	0	0	0	0	0	1
"ENSG00000297583"	"NA"	1	0	2	0	0	0
"ENSG00000297595"	"NA"	0	0	0	0	0	0
"ENSG00000289844"	"NA"	0	1	0	0	0	0
"ENSG00000297609"	"NA"	2	1	8	0	6	4
"ENSG00000297616"	"NA"	0	0	0	0	0	0
"ENSG00000259149"	"NA"	0	2	2	3	3	1
"ENSG00000259062"	"ACTN1-DT"	4	2	5	5	6	9
"ENSG00000297673"	"NA"	0	3	0	0	0	0
"ENSG00000259001"	"NA"	0	0	0	0	2	0
"ENSG00000235706"	"DICER1-AS1"	90	111	102	82	114	64
"ENSG00000297710"	"NA"	4	4	3	0	1	0
"ENSG00000297734"	"NA"	3	3	5	3	4	2
"ENSG00000258752"	"NA"	30	29	100	27	55	39
"ENSG00000297774"	"NA"	2	0	9	5	4	14
"ENSG00000297789"	"NA"	0	0	0	0	0	0
"ENSG00000297837"	"NA"	0	0	0	0	0	0
"ENSG00000297881"	"NA"	6	1	1	8	2	3
"ENSG00000297883"	"NA"	0	0	0	0	0	0
"ENSG00000297899"	"NA"	1	3	2	3	2	9
"ENSG00000297909"	"NA"	0	0	0	0	0	0
"ENSG00000297915"	"NA"	1	1	0	0	2	1
"ENSG00000289968"	"NA"	4	12	10	4	5	5
"ENSG00000235785"	"NA"	7	15	15	6	9	7
"ENSG00000286607"	"NA"	5	0	5	4	6	7
"ENSG00000258733"	"LINC02328"	14	18	55	4	14	21
"ENSG00000258912"	"LINC02316"	1	8	3	0	11	10
"ENSG00000298066"	"NA"	0	0	0	0	2	0
"ENSG00000298073"	"NA"	0	0	0	0	0	0
"ENSG00000287663"	"NA"	17	23	45	58	51	35
"ENSG00000298099"	"NA"	0	2	0	2	0	0
"ENSG00000298101"	"NA"	0	0	0	0	0	0
"ENSG00000298237"	"NA"	0	2	7	0	0	0
"ENSG00000259083"	"PNN-AS1"	0	5	4	10	3	2
"ENSG00000287156"	"LOC124903317"	0	4	2	0	3	5
"ENSG00000298281"	"NA"	0	1	1	0	0	0
"ENSG00000286123"	"NA"	13	17	16	5	15	19
"ENSG00000258404"	"NA"	15	8	14	58	53	48
"ENSG00000298369"	"NA"	14	1	4	6	3	2
"ENSG00000298374"	"NA"	2	5	6	5	16	3
"ENSG00000258512"	"LINC00239"	0	2	13	9	2	11
"ENSG00000287833"	"NA"	4	1	13	1	4	7
"ENSG00000288034"	"LOC124903376"	3	3	4	1	0	0
"ENSG00000298453"	"NA"	0	0	0	0	0	0
"ENSG00000298589"	"NA"	0	1	3	2	1	0
"ENSG00000298659"	"NA"	4	2	1	1	5	0
"ENSG00000258175"	"NA"	0	0	1	0	4	0
"ENSG00000259077"	"NA"	9	4	2	0	1	1
"ENSG00000298836"	"NA"	0	3	2	0	2	3
"ENSG00000298954"	"NA"	1	2	7	1	1	4
"ENSG00000299005"	"NA"	4	5	2	0	2	0
"ENSG00000293497"	"NA"	74	109	159	104	116	150
"ENSG00000299052"	"NA"	11	22	22	4	17	9
"ENSG00000299087"	"NA"	1	0	0	0	0	2
"ENSG00000258464"	"LOC105370409"	0	0	0	1	0	0
"ENSG00000299112"	"NA"	0	3	1	0	2	4
"ENSG00000299117"	"NA"	0	0	0	0	0	0
"ENSG00000299120"	"NA"	0	9	6	0	4	3
"ENSG00000258598"	"NA"	0	0	14	6	4	0
"ENSG00000299131"	"NA"	0	0	0	1	0	0
"ENSG00000258798"	"NA"	0	0	0	0	0	0
"ENSG00000274002"	"NA"	3	12	12	12	12	21
"ENSG00000299187"	"NA"	3	6	4	1	0	0
"ENSG00000258717"	"NA"	0	0	1	2	0	1
"ENSG00000289278"	"NA"	0	0	0	0	1	0
"ENSG00000299232"	"NA"	0	0	0	0	0	0
"ENSG00000258616"	"LINC02303"	1	0	3	0	0	0
"ENSG00000299273"	"NA"	0	3	13	1	2	1
"ENSG00000293472"	"NA"	0	0	0	0	0	0
"ENSG00000299386"	"NA"	0	0	0	0	0	0
"ENSG00000299403"	"NA"	0	0	0	0	0	0
"ENSG00000258655"	"NA"	16	31	29	3	3	16
"ENSG00000299421"	"NA"	0	0	0	0	0	0
"ENSG00000299534"	"NA"	0	0	0	0	0	0
"ENSG00000299566"	"NA"	0	0	0	0	0	0
"ENSG00000299612"	"NA"	4	1	0	0	0	0
"ENSG00000299618"	"NA"	2	5	11	0	4	3
"ENSG00000299673"	"NA"	0	0	0	0	0	0
"ENSG00000299691"	"NA"	25	7	20	12	12	10
"ENSG00000299719"	"NA"	0	3	2	2	1	0
"ENSG00000299727"	"NA"	0	0	1	0	0	0
"ENSG00000259087"	"NA"	2	5	13	2	6	2
"ENSG00000299791"	"NA"	2	2	3	5	2	0
"ENSG00000259230"	"LINC02323"	10	7	21	1	19	14
"ENSG00000299807"	"NA"	0	1	1	0	0	0
"ENSG00000299837"	"NA"	0	0	0	1	0	0
"ENSG00000259028"	"NA"	2	3	1	0	4	10
"ENSG00000288730"	"NA"	0	0	0	0	0	0
"ENSG00000299896"	"NA"	23	28	47	11	15	36
"ENSG00000299988"	"NA"	1	1	1	2	0	0
"ENSG00000289583"	"LOC107984709"	0	0	3	1	0	0
"ENSG00000300053"	"NA"	0	0	0	0	0	0
"ENSG00000286595"	"LOC101927483"	0	1	2	0	0	1
"ENSG00000300113"	"NA"	0	0	0	0	0	0
"ENSG00000300116"	"NA"	13	19	45	29	27	34
"ENSG00000214900"	"LINC01599"	118	128	218	83	109	126
"ENSG00000300135"	"NA"	0	0	6	3	12	1
"ENSG00000300158"	"NA"	0	0	0	0	0	0
"ENSG00000300168"	"NA"	1	10	8	0	4	2
"ENSG00000258675"	"NA"	0	0	0	0	0	0
"ENSG00000300197"	"NA"	3	1	7	0	0	2
"ENSG00000300202"	"NA"	4	0	8	0	0	1
"ENSG00000300221"	"NA"	1	3	2	4	0	3
"ENSG00000300222"	"NA"	0	0	0	0	0	0
"ENSG00000300253"	"NA"	0	0	0	0	0	0
"ENSG00000300281"	"NA"	0	2	1	2	0	1
"ENSG00000300282"	"NA"	0	0	0	0	0	0
"ENSG00000258657"	"NA"	0	0	0	0	0	0
"ENSG00000300297"	"NA"	0	0	0	1	0	0
"ENSG00000300403"	"NA"	0	0	0	0	0	0
"ENSG00000293482"	"NA"	21	36	42	27	20	60
"ENSG00000271780"	"NA"	33	55	52	63	55	18
"ENSG00000300525"	"NA"	0	1	5	2	4	3
"ENSG00000300533"	"NA"	0	2	5	1	0	3
"ENSG00000289482"	"NA"	6	4	3	1	1	0
"ENSG00000258672"	"NA"	17	31	51	12	12	36
"ENSG00000258982"	"NA"	9	19	61	12	31	31
"ENSG00000300624"	"NA"	0	0	2	1	0	3
"ENSG00000300626"	"NA"	5	1	8	1	1	3
"ENSG00000259133"	"NA"	0	0	5	0	0	0
"ENSG00000300682"	"NA"	0	0	0	0	0	0
"ENSG00000300734"	"NA"	0	0	2	3	0	0
"ENSG00000300783"	"NA"	17	12	10	11	20	10
"ENSG00000300806"	"NA"	2	1	11	0	2	0
"ENSG00000300830"	"NA"	0	0	1	1	0	0
"ENSG00000300850"	"NA"	0	0	0	0	0	0
"ENSG00000258662"	"NA"	295	386	476	118	355	549
"ENSG00000300896"	"NA"	0	0	0	1	0	0
"ENSG00000300911"	"NA"	0	0	1	0	0	0
"ENSG00000300954"	"NA"	0	0	4	2	0	0
"ENSG00000258847"	"NA"	13	20	36	16	16	37
"ENSG00000300967"	"NA"	0	0	0	0	0	0
"ENSG00000300981"	"NA"	3	3	9	8	5	2
"ENSG00000300987"	"NA"	2	3	5	3	4	1
"ENSG00000276116"	"NA"	1	4	8	15	7	1
"ENSG00000258502"	"LINC02290"	9	3	9	1	21	9
"ENSG00000301019"	"NA"	0	1	0	0	0	0
"ENSG00000301040"	"NA"	0	0	0	0	0	0
"ENSG00000301115"	"NA"	1	1	1	0	0	1
"ENSG00000301142"	"NA"	3	6	6	0	0	5
"ENSG00000258583"	"LINC01500"	28	14	36	10	5	1
"ENSG00000259070"	"LINC00639"	4	5	37	22	17	10
"ENSG00000301174"	"NA"	0	0	1	1	0	0
"ENSG00000301175"	"NA"	15	11	7	6	0	1
